timestamp,ticker,action,reason,yes_price,days_to_close,market_title
2026-03-25T13:27:30.871630Z,KXCS2MAP-26MAR25TNCSTA-1-TNC,settle,"NO won, payout $0.00, P/L $-2106.84",,,2172,2106.84,22907.79,Will TNC win map 1 in the TNC vs. STATE match?
2026-03-25T13:27:30.873165Z,KXCS2MAP-26MAR25TNCSTA-1-STA,settle,"YES won, payout $2172.00, P/L $+65.16",,,2172,2106.84,22907.79,Will STATE win map 1 in the TNC vs. STATE match?
2026-03-25T14:59:02.832659Z,KXCS2MAP-26MAR25TNCSTA-2-TNC,settle,"YES won, payout $2172.00, P/L $+65.16",,,2172,2106.84,25079.79,Will TNC win map 2 in the TNC vs. STATE match?
2026-03-25T14:59:02.833912Z,KXCS2MAP-26MAR25TNCSTA-2-STA,settle,"NO won, payout $0.00, P/L $-2106.84",,,2172,2106.84,25079.79,Will STATE win map 2 in the TNC vs. STATE match?
2026-03-25T14:59:04.484434Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026D90B3ECD798-67085ED9187,buy,"72% implied, closes in 14d; momentum: short history (no veto)",72,14,1802,1297.44,23782.35,"yes Paul George: 10+,yes Derrick White: 10+,yes Deandre Ayton: 6+,yes Shai Gilgeous-Alexander: 2+"
2026-03-25T14:59:04.485115Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026CD5850F1125-4A7186996D1,buy,"65% implied, closes in 14d; momentum: short history (no veto)",65,14,454,295.1,23487.25,"yes James Harden: 2+,yes Tyler Herro: 2+,yes Payton Pritchard: 2+,yes Jalen Williams: 1+"
2026-03-25T14:59:18.163707Z,KXMVECROSSCATEGORY-S20268B55FD09DD5-FA306871C86,buy,"68% implied, closes in 17d; momentum: short history (no veto)",68,17,1622,1102.96,22384.29,"yes Israel Adesanya,yes Ignacio Bahamondes,yes Michael Chiesa,yes Lerryan Douglas,yes Alexa Grasso,y"
2026-03-25T16:42:25.868276Z,KXCS2GAME-26MAR25TNCSTA-TNC,settle,"NO won, payout $0.00, P/L $-2107.14",,,2422,2107.14,24806.29,Will TNC win the TNC vs. STATE CS2 match?
2026-03-25T16:42:25.870364Z,KXCS2GAME-26MAR25TNCSTA-STA,settle,"YES won, payout $2422.00, P/L $+314.86",,,2422,2107.14,24806.29,Will STATE win the TNC vs. STATE CS2 match?
2026-03-25T16:42:27.190772Z,KXMVECROSSCATEGORY-S20261CA6D6F3443-48193C232A5,buy,"62% implied, closes in 14d; momentum: short history (no veto)",62,14,1730,1072.6,23733.69,"yes Bennedict Mathurin: 1+,yes Darius Garland: 1+,yes Bennedict Mathurin: 2+,yes Brook Lopez: 1+,yes"
2026-03-25T16:42:27.591017Z,KXMVECROSSCATEGORY-S2026360CB40D711-687445DE7C8,buy,"71% implied, closes in 14d; momentum: short history (no veto)",71,14,1011,717.81,23015.88,"yes P.J. Washington: 10+,yes Ace Bailey: 15+,yes Over 208.5 points scored,yes Over 203.5 points scor"
2026-03-25T17:27:46.304453Z,KXMVECROSSCATEGORY-S2026AF19C0BA565-B4C51E8A5D5,buy,"65% implied, closes in 14d; momentum: short history (no veto)",65,14,1,0.65,23015.23,"yes San Antonio,yes Over 222.5 points scored,yes Over 227.5 points scored,yes Over 3.5 goals scored,"
2026-03-31T20:52:23.005548Z,KXNBAGAME-26MAR25MIACLE-CLE,settle,"NO won, payout $0.00, P/L $-1699.50",,,2575,1699.5,39105.23,Miami at Cleveland Winner?
2026-03-31T20:52:23.007353Z,KXNBAGAME-26MAR25BKNGSW-GSW,settle,"YES won, payout $2558.00, P/L $+358.12",,,2558,2199.88,39105.23,Brooklyn at Golden State Winner?
2026-03-31T20:52:23.008198Z,KXNBAGAME-26MAR25SASMEM-SAS,settle,"YES won, payout $2391.00, P/L $+191.28",,,2391,2199.72,39105.23,San Antonio at Memphis Winner?
2026-03-31T20:52:23.008636Z,KXNBAGAME-26MAR25MILPOR-POR,settle,"YES won, payout $2469.00, P/L $+469.11",,,2469,1999.89,39105.23,Milwaukee at Portland Winner?
2026-03-31T20:52:23.009064Z,KXNBAGAME-26MAR25OKCBOS-OKC,settle,"NO won, payout $0.00, P/L $-1699.75",,,2615,1699.75,39105.23,Oklahoma City at Boston Winner?
2026-03-31T20:52:23.009544Z,KXNBAGAME-26MAR25DALDEN-DEN,settle,"YES won, payout $2500.00, P/L $+300.00",,,2500,2200.0,39105.23,Dallas at Denver Winner?
2026-03-31T20:52:23.009979Z,KXNBAGAME-26MAR25WASUTA-UTA,settle,"NO won, payout $0.00, P/L $-1699.74",,,2698,1699.74,39105.23,Washington at Utah Winner?
2026-03-31T20:52:23.010398Z,KXNBAGAME-26MAR25CHIPHI-PHI,settle,"YES won, payout $2065.00, P/L $+764.05",,,2065,1300.95,39105.23,Chicago at Philadelphia Winner?
2026-03-31T20:52:23.010845Z,KXMVECROSSCATEGORY-S2026858BD3A5A98-F09B7C92C93,settle,"NO won, payout $0.00, P/L $-1699.79",,,2537,1699.79,39105.23,"yes Israel Adesanya,yes Niko Price,yes Maycee Barber"
2026-03-31T20:52:23.011342Z,KXMVECROSSCATEGORY-S20261DCA86D7BD4-CA6A45A2BCC,settle,"NO won, payout $0.00, P/L $-1699.75",,,2615,1699.75,39105.23,"yes Golden State,yes Chicago,yes Denver,yes Houston,yes Cleveland,yes Portland,y"
2026-03-31T20:52:23.011821Z,KXNBA2HWINNER-26MAR25TORLAC-TOR,settle,"NO won, payout $0.00, P/L $-2107.00",,,2150,2107.0,39105.23,Toronto vs Los Angeles C: Second Half Winner?
2026-03-31T20:52:23.012258Z,KXNBA2HWINNER-26MAR25TORLAC-TIE,settle,"NO won, payout $0.00, P/L $-722.26",,,737,722.26,39105.23,Toronto vs Los Angeles C: Second Half Winner?
2026-03-31T20:52:23.012712Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026A89113E362B-170FE12E03C,settle,"YES won, payout $2116.00, P/L $+634.80",,,2116,1481.2,39105.23,"yes Golden State,yes Philadelphia"
2026-03-31T20:52:23.013260Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026D1AC4103A66-2D455462AB7,settle,"YES won, payout $1991.00, P/L $+597.30",,,1991,1393.7,39105.23,"yes Jonathan Kuminga: 2+,yes Ausar Thompson: 2+,yes Jarace Walker: 4+,yes LeBron"
2026-03-31T20:52:23.013972Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026CD5850F1125-4A7186996D1,settle,"NO won, payout $0.00, P/L $-295.10",,,454,295.1,39105.23,"yes James Harden: 2+,yes Tyler Herro: 2+,yes Payton Pritchard: 2+,yes Jalen Will"
2026-03-31T20:52:23.014344Z,KXMVECROSSCATEGORY-S20268B55FD09DD5-FA306871C86,settle,"NO won, payout $0.00, P/L $-1102.96",,,1622,1102.96,39105.23,"yes Israel Adesanya,yes Ignacio Bahamondes,yes Michael Chiesa,yes Lerryan Dougla"
2026-03-31T20:52:35.828793Z,KXNBAGAME-26APR02PHXCHA-CHA,buy,"64% implied, closes in 16d; momentum: short history (no veto); technicals: no history (no veto)",64,16,209,133.76,38971.47,Phoenix at Charlotte Winner?
2026-03-31T20:52:35.830415Z,KXNBAGAME-26APR01BOSMIA-BOS,buy,"65% implied, closes in 15d; momentum: short history (no veto); technicals: no history (no veto)",65,15,206,133.9,38837.57,Boston at Miami Winner?
2026-03-31T20:52:35.831673Z,KXNBAGAME-26APR01INDCHI-CHI,buy,"62% implied, closes in 15d; momentum: short history (no veto); technicals: no history (no veto)",62,15,216,133.92,38703.65,Indiana at Chicago Winner?
2026-03-31T20:52:35.832854Z,KXNBAGAME-26APR01ATLORL-ATL,buy,"62% implied, closes in 15d; momentum: short history (no veto); technicals: no history (no veto)",62,15,216,133.92,38569.73,Atlanta at Orlando Winner?
2026-03-31T20:52:35.834012Z,KXNBAGAME-26MAR31PORLAC-LAC,buy,"67% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",67,14,200,134.0,38435.73,Portland at Los Angeles C Winner?
2026-03-31T20:52:35.834984Z,KXNBAGAME-26MAR31TORDET-DET,buy,"60% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",60,14,223,133.8,38301.93,Toronto at Detroit Winner?
2026-03-31T20:52:35.836101Z,KXUCLGAME-26APR15BMURMA-TIE,buy,"76% implied, closes in 28d; momentum: short history (no veto); technicals: no history (no veto)",76,28,176,133.76,38168.17,Bayern Munich vs Real Madrid Winner?
2026-03-31T20:52:35.837316Z,KXUCLGAME-26APR15BMURMA-BMU,buy,"68% implied, closes in 28d; momentum: short history (no veto); technicals: no history (no veto)",68,28,197,133.96,38034.21,Bayern Munich vs Real Madrid Winner?
2026-03-31T20:52:35.838277Z,KXUCLGAME-26APR15ARSSPO-TIE,buy,"75% implied, closes in 28d; momentum: short history (no veto); technicals: no history (no veto)",75,28,178,133.5,37900.71,Arsenal vs Sporting CP Winner?
2026-03-31T20:52:35.839129Z,KXUCLGAME-26APR15ARSSPO-ARS,buy,"77% implied, closes in 28d; momentum: short history (no veto); technicals: no history (no veto)",77,28,174,133.98,37766.73,Arsenal vs Sporting CP Winner?
2026-03-31T20:52:35.840409Z,KXUCLGAME-26APR14LFCPSG-TIE,buy,"73% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",73,27,183,133.59,37633.14,Liverpool vs PSG Winner?
2026-03-31T20:52:35.841385Z,KXUCLGAME-26APR14LFCPSG-PSG,buy,"70% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",70,27,191,133.7,37499.44,Liverpool vs PSG Winner?
2026-03-31T20:52:35.845123Z,KXUCLGAME-26APR14LFCPSG-LFC,buy,"63% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",63,27,213,134.19,37365.25,Liverpool vs PSG Winner?
2026-03-31T20:52:35.846116Z,KXUCLGAME-26APR14ATMBAR-TIE,buy,"75% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",75,27,178,133.5,37231.75,Atletico vs Barcelona Winner?
2026-03-31T20:52:35.846886Z,KXUCLGAME-26APR14ATMBAR-BAR,buy,"70% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",70,27,191,133.7,37098.05,Atletico vs Barcelona Winner?
2026-03-31T20:52:35.847626Z,KXUCLGAME-26APR14ATMBAR-ATM,buy,"67% implied, closes in 27d; momentum: short history (no veto); technicals: no history (no veto)",67,27,200,134.0,36964.05,Atletico vs Barcelona Winner?
2026-03-31T20:52:35.848634Z,KXMVESPORTSMULTIGAMEEXTENDED-S202690BC7D3F531-E22C4BF00AA,buy,"73% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",73,14,183,133.59,36830.46,"yes Darius Garland: 1+,yes James Harden: 6+,yes Austin Reaves: 4+,yes Devin Booker: 20+,yes Evan Mob"
2026-03-31T20:52:35.849457Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026584D14D6ACF-B52E4B009B0,buy,"79% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",79,14,169,133.51,36696.95,"yes Amen Thompson: 10+,yes Jalen Brunson: 15+,yes Karl-Anthony Towns: 15+"
2026-03-31T20:52:35.850653Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026F8586CC9BD3-B5358F34975,buy,"68% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",68,14,197,133.96,36562.99,"yes Kon Knueppel: 15+,yes Moussa Diabaté: 6+,yes James Harden: 4+"
2026-03-31T20:52:35.851572Z,KXMVECROSSCATEGORY-S20265581C22A671-A25FFE75051,buy,"76% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",76,14,176,133.76,36429.23,"yes Kevin Durant: 1+,yes Amen Thompson: 4+,yes Josh Hart: 2+,yes Amen Thompson: 10+,yes Kevin Durant"
2026-03-31T20:52:35.852340Z,KXMVESPORTSMULTIGAMEEXTENDED-S20262E77D9A0AD5-01E5820E601,buy,"63% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",63,14,213,134.19,36295.04,"yes Coby White: 10+,yes Donovan Mitchell: 15+,yes James Harden: 15+,yes Jalen Brunson: 15+,yes Karl-"
2026-03-31T20:52:35.853044Z,KXMVECROSSCATEGORY-S2026D48CA8077DC-ACBF8F054D2,buy,"79% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",79,14,169,133.51,36161.53,"yes Luka Dončić: 4+,yes Kevin Durant: 2+,yes LaMelo Ball: 15+,yes Donovan Mitchell: 20+,yes Luka Don"
2026-03-31T20:52:35.853776Z,KXMVESPORTSMULTIGAMEEXTENDED-S20261450CBAD0C4-BE9CC8F901A,buy,"62% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",62,14,216,133.92,36027.61,"yes Coby White: 10+,yes Donovan Mitchell: 15+,yes James Harden: 15+,yes Jalen Brunson: 15+,yes Karl-"
2026-03-31T20:52:35.854539Z,KXMVECROSSCATEGORY-S20266AEB8393B83-497775A1E5A,buy,"85% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",85,14,157,133.45,35894.16,"yes Jakob Poeltl: 6+,yes Over 205.5 points scored"
2026-03-31T20:52:35.855226Z,KXMVESPORTSMULTIGAMEEXTENDED-S202683105D2FE56-5A5F19D6936,buy,"60% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",60,14,223,133.8,35760.36,"yes Paolo Banchero: 1+,yes Devin Booker: 2+,yes Orlando,yes Paolo Banchero: 20+,yes Devin Booker: 20"
2026-03-31T20:52:35.855912Z,KXMVECROSSCATEGORY-S2026AE8F6DE3FC9-AECDF56D408,buy,"67% implied, closes in 2d; momentum: short history (no veto); technicals: no history (no veto)",67,2,200,134.0,35626.36,"yes Atlanta,yes Austin Riley: 1+,yes José Suarez: 2+"
2026-03-31T20:52:35.856633Z,KXMVESPORTSMULTIGAMEEXTENDED-S202672EB80A85AC-96ACE51F3E8,buy,"77% implied, closes in 2d; momentum: short history (no veto); technicals: no history (no veto)",77,2,174,133.98,35492.38,"yes Logan Webb: 4+,yes Shohei Ohtani: 4+,yes Kon Knueppel: 15+,yes LaMelo Ball: 15+,yes Donovan Mitc"
2026-03-31T20:52:35.857358Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026A6217E84073-94A80C6DB75,buy,"77% implied, closes in 2d; momentum: short history (no veto); technicals: no history (no veto)",77,2,174,133.98,35358.4,"yes Logan Webb: 4+,yes Shohei Ohtani: 4+,yes Kon Knueppel: 15+,yes LaMelo Ball: 15+,yes Evan Mobley:"
2026-03-31T20:52:35.858042Z,KXMVECROSSCATEGORY-S202630262E643E5-0015C47E80E,buy,"78% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",78,14,172,134.16,35224.24,"yes Coby White: 1+,yes LaMelo Ball: 2+,yes Kevin Durant: 1+,yes Darius Garland: 1+,yes Kawhi Leonard"
2026-03-31T20:52:35.858926Z,KXMVECROSSCATEGORY-S2026111270FB73E-5E7811604D6,buy,"62% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",62,14,216,133.92,35090.32,"yes Kon Knueppel: 2+,yes Coby White: 10+,yes Evan Mobley: 10+,yes Charlotte wins by over 3.5 Points"
2026-03-31T20:52:35.859605Z,KXMVESPORTSMULTIGAMEEXTENDED-S202620B5D511CF2-2C5A9133FD0,buy,"85% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",85,14,157,133.45,34956.87,"yes LaMelo Ball: 2+,yes Devin Booker: 1+,yes Kon Knueppel: 2+,yes Charlotte,yes LaMelo Ball: 15+,yes"
2026-03-31T20:52:35.860376Z,KXMVESPORTSMULTIGAMEEXTENDED-S202664C1D74985A-74B75D7E8C6,buy,"60% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",60,14,223,133.8,34823.07,"yes Paolo Banchero: 1+,yes Devin Booker: 2+,yes Orlando,yes Paolo Banchero: 20+,yes Devin Booker: 20"
2026-03-31T20:52:35.861158Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026659586B8EA6-6502A913A57,buy,"62% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",62,14,216,133.92,34689.15,"yes Coby White: 10+,yes Donovan Mitchell: 15+,yes James Harden: 15+,yes Jalen Brunson: 15+,yes Karl-"
2026-03-31T20:52:35.861882Z,KXMVESPORTSMULTIGAMEEXTENDED-S2026F6EC5E78647-3C1B1363633,buy,"76% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",76,14,22,16.72,34672.43,"yes LaMelo Ball: 6+,yes Charlotte,yes Brandon Miller: 15+,yes Coby White: 10+,yes Miles Bridges: 10+"
2026-03-31T20:52:43.048269Z,KXMVECROSSCATEGORY-S202649872979B90-87557F2BD70,buy,"60% implied, closes in 14d; momentum: short history (no veto); technicals: short history (no veto)",60,14,223,133.8,34538.63,"yes James Harden: 6+,yes Los Angeles L,yes Donovan Mitchell: 20+,yes Austin Reaves: 20+,yes Luka Don"
2026-03-31T20:52:54.628369Z,KXMVESPORTSMULTIGAMEEXTENDED-S202628857FB6AE6-57609807B2E,buy,"61% implied, closes in 14d; momentum: short history (no veto); technicals: no history (no veto)",61,14,1,0.61,34538.02,"yes Brandon Miller: 20+,yes Coby White: 10+,yes Kon Knueppel: 15+,yes Donovan Mitchell: 15+,yes Evan"
